88	120	199	2
97	130	217	2
70	102	214	2
108	136	208	2
127	157	222	2
105	153	182	2
83	144	220	1
87	124	208	2
86	123	191	2
73	125	171	2
108	136	227	2
36	47	92	2
88	116	188	1
81	141	218	2
110	137	230	2
80	129	186	2
80	120	222	2
99	121	215	1
90	152	182	2
102	137	214	2
44	56	105	2
85	106	213	2
73	88	161	2
82	110	207	1
88	117	205	2
61	125	143	3
30	99	113	3
95	120	193	2
88	111	212	2
93	127	210	2
70	108	200	1
77	112	218	1
19	83	94	3
96	146	195	2
97	130	232	1
75	107	184	2
84	111	193	2
90	115	208	2
76	109	150	2
78	104	195	2
71	117	168	2
87	119	182	1
67	121	145	3
97	124	211	1
101	119	226	1
81	136	171	2
68	104	180	1
67	112	160	2
74	110	215	1
81	117	217	1
77	121	236	1
106	143	207	2
83	135	214	2
99	132	213	2
89	118	189	2
82	116	175	2
86	122	229	2
91	122	198	2
81	116	167	2
89	115	207	2
122	140	224	2
79	118	163	1
66	93	176	2
94	126	236	2
86	118	185	1
73	108	160	2
87	113	210	2
77	110	163	2
84	128	226	1
92	122	195	2
88	113	204	2
73	111	224	2
73	108	209	1
83	126	238	2
66	103	205	1
59	122	141	3
119	142	226	2
72	107	203	2
85	123	158	1
79	119	215	1
39	101	113	3
129	196	242	3
86	124	156	1
62	118	150	2
81	131	185	2
110	138	237	2
81	132	183	2
71	105	147	2
95	130	209	2
86	132	223	1
89	148	177	2
54	96	131	2
98	126	212	1
89	118	199	2
100	140	205	2
116	138	219	2
106	146	202	2
111	136	205	2
37	47	97	2
90	118	194	2
64	91	174	2
59	125	140	3
105	151	180	2
69	112	213	1
111	133	204	2
85	129	224	1
82	132	236	1
87	136	193	2
104	128	209	1
39	111	119	3
76	88	155	2
80	139	227	1
67	111	155	2
85	119	230	1
87	119	198	2
102	127	208	1
82	142	176	2
77	114	226	1
80	129	236	1
96	124	212	1
82	110	209	1
91	117	205	2
87	125	206	2
53	86	167	1
83	134	166	2
66	120	155	2
86	118	221	1
88	120	197	2
89	149	177	2
77	126	178	2
77	110	167	2
90	116	192	1
78	112	166	2
72	126	198	2
85	146	178	2
120	144	225	2
67	103	168	2
69	123	197	2
76	132	214	1
63	113	177	2
119	142	227	2
98	146	193	2
78	130	216	1
76	119	226	2
84	128	238	2
91	127	214	2
82	121	188	2
95	125	195	2
90	113	196	1
102	148	201	2
76	112	161	2
39	53	95	2
103	138	214	2
18	83	94	3
96	118	190	2
93	120	205	2
69	126	216	2
118	141	230	2
112	133	206	2
88	112	200	2
88	113	201	2
85	132	241	1
95	113	212	1
98	119	207	1
85	125	238	2
82	113	191	2
74	109	222	1
97	129	212	2
69	111	159	3
111	133	207	2
79	136	170	2
67	102	191	2
82	137	173	2
92	150	176	2
108	137	209	2
98	123	206	1
93	143	186	2
100	125	197	2
96	116	208	1
76	130	210	2
85	121	241	1
107	136	207	2
71	125	188	2
114	156	218	2
51	103	130	2
105	144	203	2
81	136	214	2
88	118	198	1
80	128	217	1
93	135	198	2
104	137	219	2
